Case 1 - Low Confidence ( 2393 )
==================================================
HYPONYM(europe, cities)
HYPONYM(a_featured_speaking_slot, the_presidential_race)
HYPONYM(forensic_accountants, specialists)
HYPONYM(the_ones, several_terrorist_attacks)
HYPONYM(aiwa, licensees)
HYPONYM(housekeeping, hotel_conveniences)
HYPONYM(marc_andreessen, marquee_investors)
HYPONYM(the_1998_law, additional_costs)
HYPONYM(some_lower-priced_choices, overnight_room_options)
HYPONYM(jeffrey_k._skilling, the_company)
HYPONYM(vouchers, new_choices)
HYPONYM(gifford_miller, officials)
HYPONYM(denver, desegregation_orders)
HYPONYM(veterans, some_residents)
HYPONYM(a_series, whites)
HYPONYM(a_9-yard_draw, the_six-play_drive)
HYPONYM(the_agriculture_department, agencies)
HYPONYM(regions, wide_areas)
HYPONYM(richard_nixon, no_candidate)
HYPONYM(paris_hilton, the_cause)
HYPONYM(march_hatchbacks, japan)
HYPONYM(nietzsche, classical_philosophers)
HYPONYM(pinstripe_suits, elegant_outfits)
HYPONYM(ohio, 11_states)
HYPONYM(the_gambling_industry, so-called_leisure_activities)
HYPONYM(a_phone, convention_speeches)
HYPONYM(the_bali_bombings, other_attacks)
HYPONYM(the_postseason, the_postseason)
HYPONYM(the_waterfront_site, ramshackle_buildings)
HYPONYM(scientists, the_country)
HYPONYM(a_major_chain, another_major_setback)
HYPONYM(the_ghost, multiple_identities)
HYPONYM(fort_lee, towns)
HYPONYM(the_third_armored_cavalry, these_units)
HYPONYM(the_neighboring_baltic_states, seven_new_members)
HYPONYM(denise_nappier, constitutional_officers)
HYPONYM(the_loan, total_debt)
HYPONYM(a_tempo, teams)
HYPONYM(windows_xp, systems)
HYPONYM(heavy_metals, chemicals)
HYPONYM(4_shotguns, 69_weapons)
HYPONYM(a_lavish_suite, four_offices)
HYPONYM(the_army, security_forces)
HYPONYM(job_creation, many_measures)
HYPONYM(a_poison_pill, anti-takeover_protections)
HYPONYM(the_amistad_committee, groups)
HYPONYM(impotence, physical_problems)
HYPONYM(williston_park, communities)
HYPONYM(speaker_recognition, border_control)
HYPONYM(the_mob_boss_john_gotti, celebrity_criminals)
HYPONYM(st._paul, 11_rescue_operations)
HYPONYM(ms._ansanelli, news)
HYPONYM(mr._limbaugh, conservative_commentators)
HYPONYM(medicine, approved_items)
HYPONYM(teeth, tissue_types)
HYPONYM(saks, fine_stores)
HYPONYM(deadly_sarin, nerve_agents)
HYPONYM(the_pyramids, myriad_wonders)
HYPONYM(especially_sardines, oily_fish)
HYPONYM(115_dr._giles, researchers)
HYPONYM(manny_ramirez, other_red_sox_contracts)
HYPONYM(the_general_lee, second-generation_chargers)
HYPONYM(the_foo_fighters, musical_acts)
HYPONYM(the_camp, programs)
HYPONYM(a_painting, fifth_avenue_apartment)
HYPONYM(the_globe, antibiotics)
HYPONYM(three_hours, 11-hour_days)
HYPONYM(bodoni, 41_typefaces)
HYPONYM(oil, bulk_liquids)
HYPONYM(nick_carter, the_cause)
HYPONYM(a_mentoring_program, various_groups)
HYPONYM(vermont, several_other_states)
HYPONYM(the_fickle_currents, vagaries)
HYPONYM(a._f._s._c._m._e._union_officials, critics)
HYPONYM(the_federal_national_institute, experts)
HYPONYM(the_middle, a_customer_requests)
HYPONYM(the_administration, members)
HYPONYM(merrill_lynch, still_others)
HYPONYM(the_philippines, asia)
HYPONYM(terraces, outdoor_areas)
HYPONYM(butadiene, adverse_health_effects)
HYPONYM(city_comptroller_william_c._thompson_jr., democrats)
HYPONYM(boston, some_cities)
HYPONYM(banks, many_financial_institutions)
HYPONYM(some_80_current_legislators, reformists)
HYPONYM(fingerprint_readers, antiterror_efforts)
HYPONYM(mr._chirac, people)
HYPONYM(higher_deductibles, measures)
HYPONYM(corruption, several_crimes)
HYPONYM(massachusetts, least_14_other_states)
HYPONYM(the_dominican_republic, a_few_caribbean_rum_producers)
HYPONYM(the_main_barn, the_farm_buildings)
HYPONYM(entenmann, goods)
HYPONYM(fanny_brice, broadway)
HYPONYM(the_'bin_laden, flights)
HYPONYM(those_working, young_artists)
HYPONYM(chechens, non-slavic_nationalities)
HYPONYM(pundits, goo-goos)
HYPONYM(the_general_accounting_office, budget_experts)
HYPONYM(butterfly_doors, the_basic_concept)
HYPONYM(store_closings, moves)
HYPONYM(all_debt, financing_methods)
HYPONYM(falluja, terrorist_strongholds)
HYPONYM(an_audio_recording, clips)
HYPONYM(lower-ranked_campuses, less_selective_schools)
HYPONYM(jennifer_bartlett, a_few_other_artists)
HYPONYM(the_balco_zinc-magnesium_supplement_zma, the_laboratory)
HYPONYM(camp_echo, the_last_few_years)
HYPONYM(apartment_buildings, modern_structures)
HYPONYM(monsignor_alesandro, church_officials)
HYPONYM(the_choice, free_breakfasts)
HYPONYM(l'oréal, large_marketers)
HYPONYM(ethics, the_entire_reserve_system)
HYPONYM(pravda, places)
HYPONYM(hand-hooked_rugs, crafts)
HYPONYM(e-mail, other_unregulated_internet_services)
HYPONYM(so_many_budget_watchdogs, observers)
HYPONYM(jazz, mutual_interests)
HYPONYM(lavalas, extremists)
HYPONYM(antilock_brakes, standard_equipment)
HYPONYM(a_strong_national_intelligence_director, recommendations)
HYPONYM(six_years, several_controversies)
HYPONYM(the_chicken_hyderabadi, delicacies)
HYPONYM(the_physical_limitations, reconfigure_schools)
HYPONYM(i._b._m._axel_schultze, national_companies)
HYPONYM(policy, policy_issues)
HYPONYM(all_porsches, standard_equipment)
HYPONYM(finance_subways, public_infrastructure)
HYPONYM(arizona, several_other_states)
HYPONYM(electronic_manufacturers, companies)
HYPONYM(the_religious_school, many_activities)
HYPONYM(white-collar_service_functions, outsourcing)
HYPONYM(12_years, the_netherlands)
HYPONYM(point-blank_setups, opportunities_monday)
HYPONYM(previously_healthy_adults, hong_kong)
HYPONYM(the_budget, issues)
HYPONYM(a_hostel-style_room, the_standard_line)
HYPONYM(the_marketing_corporation, interpublic_siblings)
HYPONYM(''myshkin, older_television_operas)
HYPONYM(united_nations_officials, diplomats)
HYPONYM(some_straight_republicans, friends)
HYPONYM(an_online_publication, a_book_review)
HYPONYM(iron_ore, the_industrial_age)
HYPONYM(29_victories, 130_marathons)
HYPONYM(senior_vice_president, the_company)
HYPONYM(the_chief_executive, senior_managers)
HYPONYM(valentine, a_major_floral_occasion)
HYPONYM(switzerland, wealthy_nations)
HYPONYM(fieldston, other_manhattan_schools)
HYPONYM(unions, powerful_insiders)
HYPONYM(the_bush_administration, advocates)
HYPONYM(agricultural_products, items)
HYPONYM(mining, natural_resource_projects)
HYPONYM(an_accounts, accounting_practices)
HYPONYM(knorr, brands)
HYPONYM(mexico, the_last_five_years)
HYPONYM(560_housing_units, development)
HYPONYM(retirement_plans, total_financial_packages)
HYPONYM(the_cathedral_dome, the_medici_name)
HYPONYM(the_batter, scenes)
HYPONYM(college_admissions_officers, educators)
HYPONYM(las_vegas, all_other_major_cities)
HYPONYM(patti_smith, musical_acts)
HYPONYM(police_officials, an_antipiracy_task_force)
HYPONYM(best_composer, eight_tony_awards)
HYPONYM(the_time, mistakes)
HYPONYM(caddies, luxurious_options)
HYPONYM(a_national_volunteer_service_program, the_senate)
HYPONYM(the_news_media, countries)
HYPONYM(longer_life_expectancies, benefits)
HYPONYM(musicians, now_73_association_members)
HYPONYM(consensus, a_thing)
HYPONYM(a_surreal_circuslike_casino, images)
HYPONYM(private_companies, groups)
HYPONYM(a_popular_heavy_metal_guitarist, four_people)
HYPONYM(secretary, several_other_administration_officials)
HYPONYM(welfare, social_programs)
HYPONYM(another_official, officials)
HYPONYM(spurs_coach_gregg_popovich, the_business)
HYPONYM(the_downtown_commuter_rail, a_dozen_projects)
HYPONYM(any_system, impacts_n._b._a._players)
HYPONYM(the_lifting, u._s._business_reference_points)
HYPONYM(bone_meal, material)
HYPONYM(charities, nongovernmental_organization)
HYPONYM(the_debut, hit_handbags)
HYPONYM(20_tons, high-tech_yacht)
HYPONYM(conflicting_accounts, case)
HYPONYM(senator_john_kerry, this_endeavor)
HYPONYM(writers, cultural_figures)
HYPONYM(wood_chopping, competitive_outdoor_games)
HYPONYM(fuel_prices, factors)
HYPONYM(pong, 85_classic_atari_games)
HYPONYM($944, economic_development_agencies)
HYPONYM(mayor_menino, officials)
HYPONYM(some_texas_businessmen, influential_americans)
HYPONYM(colorado, competitive_senate_races)
HYPONYM(asset_allocation, complex_issues)
HYPONYM(first_amendment_lawyers, 60_people)
HYPONYM(ms._desmond, volunteers)
HYPONYM(a_vague_distaste, the_work)
HYPONYM(three_iraqi_guards, five_other_men)
HYPONYM(driving, this_time)
HYPONYM(medicaid_costs, issues)
HYPONYM(catie_curtis, the_bill)
HYPONYM(climate_change, many_possible_factors)
HYPONYM(khalfan_khamis_mohamed, the_bombing)
HYPONYM(performers, entertainment_industry_members)
HYPONYM(city_council_members, a_dozen_interests)
HYPONYM(''abuses, others)
HYPONYM(races, short_open-water_swims)
HYPONYM(gracenote, audio_recognition)
HYPONYM(new_york_city, the_region)
HYPONYM(neighboring_tatarstan, other_turkic_regions)
HYPONYM(annex_buildings, neighbors)
HYPONYM(intel, the_electronics_industry)
HYPONYM(human_resource_management, u._s._business_reference_points)
HYPONYM(mr._fradkov, ministers)
HYPONYM(sony, music_labels)
HYPONYM(little_bells, stray_sounds)
HYPONYM(mother_jones, the_political_spectrum)
HYPONYM(alaska, the_states)
HYPONYM(asylum_seekers, immigrants)
HYPONYM(psychological_counseling, assistance)
HYPONYM(walter_thompson, pay_taxes)
HYPONYM(no_radio, gadgetry--not)
HYPONYM(the_sexual_humiliation, abuses)
HYPONYM(formal_drapes, the_styles)
HYPONYM(yao_ming, this_season)
HYPONYM(customs_fees, tax_increases)
HYPONYM(dwight_gooden, several_new_york_baseball_stars)
HYPONYM(a_full_breakfast, $175)
HYPONYM(american_furniture, decorative_art)
HYPONYM(syntax, any_tax)
HYPONYM(warner_music, battered_trophies)
HYPONYM(late-onset_failure_syndrome, a_thing)
HYPONYM(calif., players)
HYPONYM(dec., other_dates)
HYPONYM(o._j._anderson, this_age)
HYPONYM(dr._sodroski, researchers)
HYPONYM(clear_channel_communications, some_major_broadcasters)
HYPONYM(a_musical_version, theater_row)
HYPONYM(mr._racicot, bush_backers)
HYPONYM(an_increase, the_third_voyage)
HYPONYM(lyle_ashton_harris, that_period)
HYPONYM(dave_holland, a_first-rate_band)
HYPONYM(business_managers, personnel)
HYPONYM(keely_garfield, choreographers)
HYPONYM(many_people, britons)
HYPONYM(an_apparent_strength, other_surprising_results)
HYPONYM(frank_p._quattrone, silicon_valley_insiders)
HYPONYM(a_roof, projects)
HYPONYM(adam_chandler, still_others)
HYPONYM(pixels, technical_minutiae)
HYPONYM(minuscule_creatures, venice)
HYPONYM(angela_bassett, many_celebrities)
HYPONYM(the_cure, british_mopers)
HYPONYM(a_1985_book, the_draft)
HYPONYM(the_south_jersey_aids_alliance, local_advocacy_groups)
HYPONYM(a_15_percent_pay_cut, broad_labor_savings)
HYPONYM(california, seven_states)
HYPONYM(a_dozen, spots)
HYPONYM(an_inability, problems)
HYPONYM(the_best-written_ones, memoirs)
HYPONYM(the_president, officials)
HYPONYM(seattle, some_cities)
HYPONYM(flossie, three_small_parts)
HYPONYM(court_reviews, the_emergency_powers)
HYPONYM(the_election, laws)
HYPONYM(stroke, often_deadly_diseases)
HYPONYM(some_conservatives, others)
HYPONYM(misguided_hopes, midtown)
HYPONYM(some_former_patients, the_boat)
HYPONYM(a_day, $349)
HYPONYM(tremulousness, additional_symptoms)
HYPONYM(jenny_holzer, artists)
HYPONYM(stroke, common_health_conditions)
HYPONYM(the_beatles, tomorrow)
HYPONYM(new_york, major_cities_box_office_prospects)
HYPONYM(chairman, international_monitors)
HYPONYM(the_oligarchs, resources)
HYPONYM(10_motor_coaches, 25_vehicles)
HYPONYM(the_national_coalition, organized_groups)
HYPONYM(pickled_mango, accents)
HYPONYM(forests, out-of-the-way_places)
HYPONYM(charles_dolan, the_previous_robert_moses_master_builder_award_recipients)
HYPONYM(the_mosque_compound, old_city)
HYPONYM(unemployment, social_ills)
HYPONYM(ivillage, a_dozen_web_sites)
HYPONYM(some_members, opponents)
HYPONYM(high-speed_internet, amenities)
HYPONYM(ancient_cancers, illnesses)
HYPONYM(early_hybrids, 12_varieties)
HYPONYM(the_same_time, catholic_officials)
HYPONYM(steve_ring, believers)
HYPONYM(tales, more_standard_stand-up_territory)
HYPONYM(bruno_lucchesi, the_sculptors_guild)
HYPONYM(police_overtime, the_biggest_costs)
HYPONYM(the_20-pound_turkey, groceries)
HYPONYM(security, crucial_matters)
HYPONYM(liquid_1_pound_ziti, large_cut_pasta)
HYPONYM(songwriters, copyright_owners)
HYPONYM(the_risk, poverty)
HYPONYM(benicio_del_toro, actors)
HYPONYM(those_debriefings, evidence)
HYPONYM(islip, communities)
HYPONYM(construction, the_olympics_bandwagon)
HYPONYM(ramsey_clark, the_sheik)
HYPONYM(leaves, the_fine_details)
HYPONYM(california, 10_primaries_today)
HYPONYM(the_halliburton, noncompetitive_contracts)
HYPONYM(state-of-the-art_filtration_systems, resources)
HYPONYM(entertainment_weekly, magazines)
HYPONYM(geese, 900,000_birds)
HYPONYM(the_guitarist_jerry_hahn, the_original_album)
HYPONYM(elite_distance_running, athletes)
HYPONYM(train_derailments, events)
HYPONYM(cisco, networking_companies)
HYPONYM(patterns, low-cost_urban_clothing)
HYPONYM(rents, relevant_factors)
HYPONYM(5_former_chief_financial_officers, 15_former_healthsouth_employees)
HYPONYM(a_top_layer, springs)
HYPONYM(phone_service, such_arrangements)
HYPONYM(a_settlement, legal_costs)
HYPONYM(children, innocent_iraqis)
HYPONYM(clifford, characters)
HYPONYM(checks, background_investigations)
HYPONYM(c._i._a., intelligence_agencies)
HYPONYM(brandon, relatives)
HYPONYM(bill_t._jones, the_past)
HYPONYM(the_inflatable_lifeboat, aquatic_equipment)
HYPONYM(fee_increases, options)
HYPONYM(sculpture, many_different_media)
HYPONYM(the_possibility, several_risks)
HYPONYM(that_effect, imperfections)
HYPONYM(the_openly_gay_leader, 450_witnesses)
HYPONYM(paul_strand, other_photographers)
HYPONYM(refrigerators, household_goods)
HYPONYM(mr._krauthammer, neoconservatives)
HYPONYM(frank_devol, arrangers)
HYPONYM(upstate_new_york, places)
HYPONYM(edward_hopper, a_century)
HYPONYM(the_former_pentagon_favorite, figures)
HYPONYM(mr._kamman, analysts)
HYPONYM(mr._sharon, israeli_leaders)
HYPONYM(criminal_mischief, charges)
HYPONYM(space_portions, any_other_companies)
HYPONYM(mr._david-weill, partners)
HYPONYM(hydrogen_storage, energy_efficiency)
HYPONYM(venezuela, several_countries)
HYPONYM(panasonic, licensees)
HYPONYM(aricept, drugs)
HYPONYM(boston, lucrative_markets)
HYPONYM(the_art_gallery, several_attractions)
HYPONYM(the_mercer_inc._unit, pension_consultants)
HYPONYM(military_bases, d._c.)
HYPONYM(a_brokerage_firm_executive, victims)
HYPONYM(almost_two_dozen_firefighters, about_40_people)
HYPONYM(''that, reasons)
HYPONYM(abbott_laboratories, health_care_companies)
HYPONYM(paramount_pictures, the_movie_business)
HYPONYM(ted_muehling, other_high-end_merchants)
HYPONYM(henry_a._kissinger, the_suit)
HYPONYM(school_prayer, christian_fundamentalists)
HYPONYM(immune_dysfunction, various_conditions)
HYPONYM(the_oil, odds)
HYPONYM(this_short_book, a_broad_public)
HYPONYM(aventis_pharmaceuticals, health_care_companies)
HYPONYM(armed_patrols, measures)
HYPONYM(the_time_frame, details)
HYPONYM(other_designer_drugs, cheating_athletes)
HYPONYM(online_ads, direct-response_vehicles)
HYPONYM(an_estimated_10,000_civets, animals)
HYPONYM(polyunsaturated_oils, monounsaturated_oils)
HYPONYM(fund_managers, a_separate_industry)
HYPONYM(gil_kane, dc_artists)
HYPONYM(own_similar_trial, data)
HYPONYM(the_hip-hop_mogul, black_leaders)
HYPONYM(chemical_plants, potential_targets)
HYPONYM(hue, asian_beer)
HYPONYM(corruption, ''inefficiencies)
HYPONYM(egypt, about_30_nations)
HYPONYM(jean-michel_basquiat, drugs)
HYPONYM(intact_houses, infrastructure)
HYPONYM(numerous_festivals, events)
HYPONYM(body_parts, organic_motifs)
HYPONYM(mayor_rudolph_w._giuliani, previous_stadium_dreams)
HYPONYM(''jenny_gerhardt, raw_deals)
HYPONYM(call_records, customers)
HYPONYM(the_american_psychiatric_association, groups)
HYPONYM(the_foot, treatment)
HYPONYM(chicago, nine_other_cities)
HYPONYM(several_men, prospective_defendants)
HYPONYM(agent_provocateur, other_designers)
HYPONYM(israel_radio, israeli_news_outlets)
HYPONYM(a_100-euro_replica, wedding_souvenirs)
HYPONYM(surveillance_equipment, security_items)
HYPONYM(the_cats, creatures)
HYPONYM(the_big_okie, 50_years)
HYPONYM(fund-raising_costs, expenses)
HYPONYM(maintenance, vital_needs)
HYPONYM(macy, over-40_racers)
HYPONYM(farmers, 7,122_alabamans)
HYPONYM(this_year, years)
HYPONYM(the_overture, mozart)
HYPONYM(the_biggest_improvement, apparel)
HYPONYM(backhoes, construction_equipment)
HYPONYM(senator_edwards, candidates)
HYPONYM(a_park, structures)
HYPONYM(the_board, several_organizations)
HYPONYM(the_four_seasons, top_restaurants)
HYPONYM(student_loans, debts)
HYPONYM(nail_polish, cosmetic_products)
HYPONYM(kut, other_places)
HYPONYM(prime_minister_ivo_sanader, croatian_officials)
HYPONYM(company, three_american_distributors)
HYPONYM(the_transfer, goods)
HYPONYM(a_gastroenterologist, several_doctors)
HYPONYM(the_goose, heads)
HYPONYM(fannie_mae, government-sponsored_entities)
HYPONYM(fireworks, many_events)
HYPONYM(the_102-year-old_girard_building, broadway)
HYPONYM(olympic_qualifiers, all_international_competitions)
HYPONYM(mr._covey, members)
HYPONYM(siemens, non-french_companies)
HYPONYM(the_insurgency, developments)
HYPONYM(cool_white_summer_saris, conventional_curtains)
HYPONYM(richard_bausch, writers)
HYPONYM(ms._canini, relatives)
HYPONYM(antipasto, best_bets)
HYPONYM(the_holy_land_foundation, groups)
HYPONYM(personal_correspondence, g._huntington_hartford_ii)
HYPONYM(indian_point, reactors)
HYPONYM(a_small_oasis, toniness)
HYPONYM(an_account, dazzling_recordings)
HYPONYM(the_lost_patrol, 9_p._m.)
HYPONYM(the_start, that_year)
HYPONYM(the_banning, north_korea)
HYPONYM(people, 60_influential_scientists)
HYPONYM(condoleezza_rice, top_aides)
HYPONYM(the_trustees, republicans)
HYPONYM(a_$90_million_verdict, unpaid_overtime)
HYPONYM(a_frail_old_man, a_half_dozen)
HYPONYM(big, numerous_conferences)
HYPONYM(nobu, accomplished_kitchens)
HYPONYM(other_bands, companies)
HYPONYM(more_recognition, competitions)
HYPONYM(dynamy, gap_year_programs)
HYPONYM(vice_president_spiro_t._agnew, top_officials)
HYPONYM(ida_tarbell, other_writers)
HYPONYM(friends_lake, the_belmont)
HYPONYM(the_roosevelt_field_mall, large_shopping_areas)
HYPONYM(one_count, manhattan)
HYPONYM(accounting_services, business_functions)
HYPONYM(''morgage, search_terms)
HYPONYM(the_lead-based_paint_sludge, wastes)
HYPONYM(a_650-room_hotel, residential_complex)
HYPONYM(the_los_angeles_show, striking_pieces)
HYPONYM(nuclear_cheating, treaty_violations)
HYPONYM(the_bushel, quantities)
HYPONYM(leland_hayward, a_group)
HYPONYM(awards_ceremonies, events)
HYPONYM(baskin-robbins, clients)
HYPONYM(carrie_fisher, emotional_support)
HYPONYM(the_village, five_communities)
HYPONYM(work, grown-up_concerns)
HYPONYM(justice_department, administration_lawyers)
